CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,target,set
-0.3725743846646318,-0.49960763150763315,-0.7049245525363633,3.6645015252516178,-0.4551325716654979,0.9104070582913337,0.6936687652434614,-0.43721789739342637,-0.6629281617764098,-0.5822025691002571,-0.48463784084461003,0.37169059565320767,-0.4110002154499577,26.7,treino
-0.3970986606581836,-0.49960763150763315,-0.04487755387577094,-0.2728884114549077,-1.2939587731906004,-0.5625080221739217,-1.8355284970221357,0.7300547408753582,-0.5465036367556875,-0.5941638916008676,0.3364913247243564,0.20501195507590247,-0.3876805726719203,21.7,treino
-0.402692995828137,0.7711677082347623,-0.8867596259200841,-0.2728884114549077,-0.8888235652199654,0.8300662357205024,-0.5246206202422207,1.2347692622376194,-0.6163583517681208,-0.6240671978523937,-0.8495841366530381,0.36660892978194853,-0.18191901874806107,22.0,treino
-0.40576883438650146,0.029882093385031592,-0.46581858989792746,-0.2728884114549077,-0.42122257628469567,-0.40063614262380126,-0.08646391142719476,0.861526906432347,-0.6629281617764098,-0.5582799240990363,-1.4882401543177906,0.41573169987078873,-0.03788593100135977,22.9,treino
2.774932442445192,-0.49960763150763315,0.9988844027914131,-0.2728884114549077,1.0797409034655405,-1.5399880301190465,0.7150422632344382,-1.021527939191727,1.6888472436421806,1.5648548197593177,0.7926741944848931,-2.61339286303276,1.911361856504,10.4,treino
0.03821738849460506,-0.49960763150763315,0.9988844027914131,-0.2728884114549077,1.4277645402685077,-2.0473254467237463,0.7969740055331833,-0.9710949854934384,1.2231491435592914,1.5648548197593177,0.7926741944848931,-0.4828197520761077,0.1774778287722796,21.9,treino
-0.41106173737773516,-0.49960763150763315,0.11548093603743141,-0.2728884114549077,0.13383050600106275,-0.3259489334931384,0.27332330475424965,-0.7135404356907283,-0.24379987170180942,-0.7855450516106348,1.1576204902933227,0.4304120679433151,-0.4974200680979787,20.6,treino
-0.40523117780649937,0.9406044202004151,-0.72067404708141,-0.2728884114549077,-1.1154851132916423,0.23197344547097387,-1.8034682500356705,0.8284182498059894,-0.43007911173496516,-0.45062802159354226,-1.0776755715333064,0.2803335358787906,-0.5536615595038336,26.4,treino
-0.2660900841094758,-0.49960763150763315,1.2107866930338589,-0.2728884114549077,1.6633497713351322,0.8985047142067659,1.010708985442952,-0.9109411762158997,-0.08080553667279816,-0.00805908907095579,-1.7163315891980588,0.05244905302987313,-1.1133329861767307,41.3,treino
0.4942953479163541,-0.49960763150763315,0.9988844027914131,-0.2728884114549077,0.3479988978798124,-1.0743088178103346,1.0285202337687662,-1.1143091746214027,1.2231491435592914,1.5648548197593177,0.7926741944848931,-0.4985164533228863,1.8784400078761823,17.2,treino
